part_name,part_number,price_usd,product_url,description_html,tags,category
Samsung DB66-30190A Blade-H,DB66-30190A,17.95,https://samsungparts.com/products/db66-30190a,<p>Samsung DB66-30190A Blade-H</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:BLADE;webcat:BLADE,Air Conditioner
Samsung DB67-00805B Drain Hose-Joint B,DB67-00805B,17.95,https://samsungparts.com/products/db67-00805b,<p>Samsung DB67-00805B Drain Hose-Joint B</p>,subcate:Air Conditioner;types:Pipe/ Tube/ Hose/ Fitting;webcat:Pipe/ Tube/ Hose/ Fitting,Air Conditioner
"Samsung DB67-01713A Rubber;Silicon Rubber,T0.3",DB67-01713A,15.95,https://samsungparts.com/products/db67-01713a,"<p>Samsung DB67-01713A Rubber;Silicon Rubber,T0.3</p>",subcate:Air Conditioner;types:Rubber;webcat:Rubber,Air Conditioner
Samsung DB70-00754A Plate-Cover Control,DB70-00754A,24.95,https://samsungparts.com/products/db70-00754a,<p>Samsung DB70-00754A Plate-Cover Control</p>,subcate:Air Conditioner;webcat:Control,Air Conditioner
"Samsung DB73-00449A Rubber-Capacitor;Forte,Si,T2,1",DB73-00449A,9.95,https://samsungparts.com/products/db73-00449a,"<p>Samsung DB73-00449A Rubber-Capacitor;Forte,Si,T2,1</p>",subcate:Air Conditioner;types:CAP;webcat:CAP,Air Conditioner
Samsung DB82-02103A Rubber Bearing Assembly,DB82-02103A,39.95,https://samsungparts.com/products/db82-02103a,Samsung DB82-02103A Rubber Bearing Assembly,subcate:Air Conditioner;types:Rubber;webcat:Rubber,Air Conditioner
Samsung DB82-03998A Eeprom Out Assembly,DB82-03998A,49.95,https://samsungparts.com/products/db82-03998a,Samsung DB82-03998A Eeprom Out Assembly,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB90-07179K Assembly Cover Control;Ar18Tsf,DB90-07179K,73.95,https://samsungparts.com/products/db90-07179k,<p>Samsung DB90-07179K Assembly Cover Control;Ar18Tsf</p>,subcate:Air Conditioner;webcat:Control Cover,Air Conditioner
Samsung DB92-04404A Pcb Assembly Display,DB92-04404A,100.95,https://samsungparts.com/products/db92-04404a,<p>PCB ASSEMBLY DISPLAY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB93-14206A Assembly Connector Wire-Dc Sig,DB93-14206A,26.95,https://samsungparts.com/products/db93-14206a,<p>Samsung DB93-14206A Assembly Connector Wire-Dc Sig</p>,subcate:Air Conditioner;types:CONNECTOR;webcat:CONNECTOR,Air Conditioner
Samsung DB94-00258A Assembly Bearing,DB94-00258A,38.95,https://samsungparts.com/products/db94-00258a,<p>Samsung DB94-00258A Assembly Bearing</p>,subcate:Air Conditioner;types:Bearing;webcat:Bearing,Air Conditioner
Samsung DB95-00287F Assembly Cleaner Filter,DB95-00287F,26.95,https://samsungparts.com/products/db95-00287f,<p>Samsung DB95-00287F Assembly Cleaner Filter</p>,subcate:Air Conditioner;types:Filter;webcat:Filter,Air Conditioner
Samsung DB95-01947C Assembly Thermistor-Eva In,DB95-01947C,38.95,https://samsungparts.com/products/db95-01947c,<p>Samsung DB95-01947C Assembly Thermistor-Eva In</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB95-01958B Assembly Thermistor-Eva Out,DB95-01958B,35.95,https://samsungparts.com/products/db95-01958b,<p>Samsung DB95-01958B Assembly Thermistor-Eva Out</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB95-05009E Assembly Thermistor,DB95-05009E,47.95,https://samsungparts.com/products/db95-05009e,<p>Samsung DB95-05009E Assembly Thermistor</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
"Samsung 6001-003089 Screw-Machine;Ph,+,Wsp,M4,L16,",6001-003089,6.95,https://samsungparts.com/products/6001-003089,"<p>Samsung 6001-003089 Screw-Machine;Ph,+,Wsp,M4,L16,</p>",subcate:Air Conditioner;webcat:Screw,Air Conditioner
Samsung DB95-04823A Assembly Thermistor-Water Temp,DB95-04823A,157.95,https://samsungparts.com/products/db95-04823a,<p>Samsung DB95-04823A Assembly Thermistor-Water Temp</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB93-03546D Pcb Assembly Sub-Emi,DB93-03546D,173.95,https://samsungparts.com/products/db93-03546d,<p>PCB ASSEMBLY SUB-EMI</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB44-00006A Adaptor-Solution,DB44-00006A,147.95,https://samsungparts.com/products/db44-00006a,<p>Samsung DB44-00006A Adaptor-Solution</p>,subcate:Air Conditioner;types:AC ADAPTER;webcat:AC ADAPTER,Air Conditioner
Samsung DB94-08313D Assembly Filter,DB94-08313D,166.95,https://samsungparts.com/products/db94-08313d,<p>Samsung DB94-08313D Assembly Filter</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-01979A Main Pcb Assembly,DB93-01979A,132.95,https://samsungparts.com/products/db93-01979a,<p>MAIN PCB ASSEMBLY</p>,Not_allowed_to_purchase;subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB32-00231A Sensor Pressure,DB32-00231A,153.95,https://samsungparts.com/products/db32-00231a,<p>Samsung DB32-00231A Sensor Pressure</p>,subcate:Air Conditioner;types:SENSOR;webcat:SENSOR,Air Conditioner
Samsung DB31-00056G Motor Fan,DB31-00056G,147.95,https://samsungparts.com/products/db31-00056g,<p>Samsung DB31-00056G Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB32-00247A Sensor Temp,DB32-00247A,131.95,https://samsungparts.com/products/db32-00247a,<p>Samsung DB32-00247A Sensor Temp</p>,subcate:Air Conditioner;types:SENSOR;webcat:SENSOR,Air Conditioner
Samsung DB82-02309A Pba Assembly,DB82-02309A,175.95,https://samsungparts.com/products/db82-02309a,Samsung DB82-02309A Pba Assembly,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-12025A Pcb Assembly Sub-Hub,DB93-12025A,155.95,https://samsungparts.com/products/db93-12025a,<p>Samsung DB93-12025A Pcb Assembly Sub-Hub</p>,gmc;havingImg;subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB82-02436A Tray Drain Assembly,DB82-02436A,130.95,https://samsungparts.com/products/db82-02436a,Samsung DB82-02436A Tray Drain Assembly,subcate:Air Conditioner;types:TRAY;webcat:TRAY,Air Conditioner
Samsung DB32-00230A Sensor Pressure,DB32-00230A,184.95,https://samsungparts.com/products/db32-00230a,<p>Samsung DB32-00230A Sensor Pressure</p>,subcate:Air Conditioner;types:SENSOR;webcat:SENSOR,Air Conditioner
"Samsung DB94-08209A Assembly Filter;Ar9500T,Tri-Ca",DB94-08209A,132.95,https://samsungparts.com/products/db94-08209a,"<p>Samsung DB94-08209A Assembly Filter;Ar9500T,Tri-Ca</p>",subcate:Air Conditioner;types:Filter;webcat:Filter,Air Conditioner
Samsung DB32-00248A Sensor Temp,DB32-00248A,137.95,https://samsungparts.com/products/db32-00248a,<p>Samsung DB32-00248A Sensor Temp</p>,gmc;subcate:Air Conditioner;types:SENSOR;webcat:SENSOR,Air Conditioner
"Samsung DB94-08009B Assembly Tray Drain;Da White,Y",DB94-08009B,151.95,https://samsungparts.com/products/db94-08009b,"<p>Samsung DB94-08009B Assembly Tray Drain;Da White,Y</p>",subcate:Air Conditioner;types:TRAY;webcat:TRAY,Air Conditioner
Samsung DB63-01491A Filter-Air,DB63-01491A,132.95,https://samsungparts.com/products/db63-01491a,<p>Samsung DB63-01491A Filter-Air</p>,subcate:Air Conditioner;types:FILTER;webcat:FILTER,Air Conditioner
Samsung DB90-03965K Cover Assembly Terminal,DB90-03965K,121.95,https://samsungparts.com/products/db90-03965k,<p>Samsung DB90-03965K Cover Assembly Terminal</p>,subcate:Air Conditioner;webcat:Cover,Air Conditioner
Samsung DB63-03731A Filter Air-Pre,DB63-03731A,131.95,https://samsungparts.com/products/db63-03731a,<p>Samsung DB63-03731A Filter Air-Pre</p>,subcate:Air Conditioner;types:FILTER;webcat:FILTER,Air Conditioner
Samsung DB92-03443B Main Pcb Assembly,DB92-03443B,156.95,https://samsungparts.com/products/db92-03443b,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB92-02279W Assembly Panel Front,DB92-02279W,157.95,https://samsungparts.com/products/db92-02279w,<p>ASSEMBLY PANEL FRONT</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:PANEL;webcat:PANEL,Air Conditioner
Samsung DB92-04019E Refrigerator Inverter,DB92-04019E,276.95,https://samsungparts.com/products/db92-04019e,<p>Refrigerator Inverter</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB62-04067A Valve Coil Expan,DB62-04067A,118.95,https://samsungparts.com/products/db62-04067a,<p>Samsung DB62-04067A Valve Coil Expan</p>,subcate:Air Conditioner;types:VALVE;webcat:VALVE,Air Conditioner
Samsung DB62-03155A Heat Sink,DB62-03155A,64.95,https://samsungparts.com/products/db62-03155a,<p>Samsung DB62-03155A Heat Sink</p>,subcate:Air Conditioner;types:HEADSET;webcat:HEADSET,Air Conditioner
Samsung DB81-03623A Filter Pre,DB81-03623A,44.95,https://samsungparts.com/products/db81-03623a,<p>Samsung DB81-03623A Filter Pre</p>,subcate:Air Conditioner;types:FILTER;webcat:FILTER,Air Conditioner
Samsung DB70-00505A Plate-Hanger,DB70-00505A,65.95,https://samsungparts.com/products/db70-00505a,<p>Samsung DB70-00505A Plate-Hanger</p>,subcate:Air Conditioner;webcat:Plate,Air Conditioner
Samsung DB64-01961A Panel Control E(Sea),DB64-01961A,31.95,https://samsungparts.com/products/db64-01961a,<p>Samsung DB64-01961A Panel Control E(Sea)</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:Control;webcat:Control,Air Conditioner
Samsung DB39-00343B Power Cord-At,DB39-00343B,66.95,https://samsungparts.com/products/db39-00343b,<p>Samsung DB39-00343B Power Cord-At</p>,subcate:Air Conditioner;types:POWER CORD;webcat:POWER CORD,Air Conditioner
Samsung DB32-00083G Thermistor-Out Discharge,DB32-00083G,66.95,https://samsungparts.com/products/db32-00083g,<p>Samsung DB32-00083G Thermistor-Out Discharge</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB63-04208A Filter Air Pre Module,DB63-04208A,95.95,https://samsungparts.com/products/db63-04208a,<p>Samsung DB63-04208A Filter Air Pre Module</p>,gmc;havingImg;subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB95-04636C Assembly Thermistor,DB95-04636C,91.95,https://samsungparts.com/products/db95-04636c,<p>Samsung DB95-04636C Assembly Thermistor</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
"Samsung 2301-001913 C-Film, Lead",2301-001913,48.95,https://samsungparts.com/products/2301-001913,<p>Samsung 2301-001913 C-Film Lead</p>,categ:Heating & Cooling;gmc;havingImg;subcate:Air Conditioner;webcat:Film,Air Conditioner
Samsung DB94-00040Y Assembly Fan Cross,DB94-00040Y,146.95,https://samsungparts.com/products/db94-00040y,<p>Samsung DB94-00040Y Assembly Fan Cross</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB92-03442N Main Pcb Assembly,DB92-03442N,154.95,https://samsungparts.com/products/db92-03442n,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB94-01190A Assembly Fan Cross,DB94-01190A,95.95,https://samsungparts.com/products/db94-01190a,<p>Samsung DB94-01190A Assembly Fan Cross</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB93-04257C Pcb Assembly Sub,DB93-04257C,140.95,https://samsungparts.com/products/db93-04257c,"Samsung PCB Board Assembly SUB, This Replacement Part has Highest performance with superior quality and can be fit with various samsung brand models, Please be sure to upluge the power source before installing the replacement part, also wear work gloves to prortect you hands.<ul style=""margin:15px 0;"">
<li>Tested for excellent Performance &amp; build quality as per the samsung's standard</li>
<li>Fully authentic and original for genuine Supported models</li>
<li>Brand: Samsung</li>
<li>Use Proper Instructions and tools as suggested by the brand.</li>
<li>OEM Part: DB93-04257C</li>
</ul>",gmc;havingImg;subcate:Air Conditioner;types:Circuit Board;webcat:Circuit Board,Air Conditioner
Samsung DB95-05071B Assembly Thermistor Out,DB95-05071B,106.95,https://samsungparts.com/products/db95-05071b,<p>Samsung DB95-05071B Assembly Thermistor Out</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB94-02933A Assembly Fan Cross,DB94-02933A,139.95,https://samsungparts.com/products/db94-02933a,<p>Samsung DB94-02933A Assembly Fan Cross</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB95-04891B Assembly Valve Solenoid Coil,DB95-04891B,104.95,https://samsungparts.com/products/db95-04891b,<p>Samsung DB95-04891B Assembly Valve Solenoid Coil</p>,subcate:Air Conditioner;types:VALVE;webcat:VALVE,Air Conditioner
Samsung DB64-01763B Cabinet-In,DB64-01763B,154.95,https://samsungparts.com/products/db64-01763b,<p>Samsung DB64-01763B Cabinet-In</p>,subcate:Air Conditioner;types:CABINET;webcat:CABINET,Air Conditioner
Samsung DB95-04871D Assembly Thermistor Out-Sub Ou,DB95-04871D,107.95,https://samsungparts.com/products/db95-04871d,<p>Samsung DB95-04871D Assembly Thermistor Out-Sub Ou</p>,gmc;havingImg;subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB94-00040F Assembly Fan Cross,DB94-00040F,136.95,https://samsungparts.com/products/db94-00040f,<p>Samsung DB94-00040F Assembly Fan Cross</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB93-14195G Assembly Wireless Remote Contr,DB93-14195G,139.95,https://samsungparts.com/products/db93-14195g,<p>Samsung DB93-14195G Assembly Wireless Remote Contr</p>,gmc;havingImg;subcate:Air Conditioner;types:Remote Control;webcat:Remote Control,Air Conditioner
Samsung DB62-12213A Valve Coil Expan,DB62-12213A,83.95,https://samsungparts.com/products/db62-12213a,<p>Samsung DB62-12213A Valve Coil Expan</p>,subcate:Air Conditioner;types:VALVE;webcat:VALVE,Air Conditioner
Samsung DB64-03203A Grille Panel,DB64-03203A,122.95,https://samsungparts.com/products/db64-03203a,<p>Samsung DB64-03203A Grille Panel</p>,subcate:Air Conditioner;types:GRILL;webcat:GRILL,Air Conditioner
Samsung DB95-00287P Assembly Cleaner Filter,DB95-00287P,92.95,https://samsungparts.com/products/db95-00287p,<p>Samsung DB95-00287P Assembly Cleaner Filter</p>,subcate:Air Conditioner;types:CLEANER FILTER;webcat:CLEANER FILTER,Air Conditioner
Samsung DB94-01556A Assembly Cross Fan,DB94-01556A,81.95,https://samsungparts.com/products/db94-01556a,<p>Samsung DB94-01556A Assembly Cross Fan</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB95-01959H Assembly Thermistor-Discharge,DB95-01959H,115.95,https://samsungparts.com/products/db95-01959h,<p>Samsung DB95-01959H Assembly Thermistor-Discharge</p>,gmc;subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB95-01978A Assembly Themistor-Air/Dischar,DB95-01978A,93.95,https://samsungparts.com/products/db95-01978a,<p>Samsung DB95-01978A Assembly Themistor-Air/Dischar</p>,gmc;subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB63-03525A Filter-Pre,DB63-03525A,115.95,https://samsungparts.com/products/db63-03525a,<p>Samsung DB63-03525A Filter-Pre</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:FILTER;webcat:FILTER,Air Conditioner
Samsung DB95-01976C Assembly Thermistor,DB95-01976C,114.95,https://samsungparts.com/products/db95-01976c,<p>Samsung DB95-01976C Assembly Thermistor</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
"Samsung DB64-03355A Grille Panel;Pc4Sufman,Hips,T2",DB64-03355A,139.95,https://samsungparts.com/products/db64-03355a,"<p>Samsung DB64-03355A Grille Panel;Pc4Sufman,Hips,T2</p>",subcate:Air Conditioner;types:GRILL;webcat:GRILL,Air Conditioner
Samsung DB95-04396A Assembly Thermistor-Eva Out,DB95-04396A,126.95,https://samsungparts.com/products/db95-04396a,<p>Samsung DB95-04396A Assembly Thermistor-Eva Out</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB95-04329A Assembly Thermistor-Air/Dis,DB95-04329A,105.95,https://samsungparts.com/products/db95-04329a,<p>Samsung DB95-04329A Assembly Thermistor-Air/Dis</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB94-00162A Assembly Drain Pump Kit,DB94-00162A,69.95,https://samsungparts.com/products/db94-00162a,<p>Samsung DB94-00162A Assembly Drain Pump Kit</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:Pump;webcat:Pump,Air Conditioner
Samsung DB95-01989A Assembly Themistor-Air/Dis,DB95-01989A,95.95,https://samsungparts.com/products/db95-01989a,<p>Samsung DB95-01989A Assembly Themistor-Air/Dis</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB64-00127A Grille-Air Inlet,DB64-00127A,89.95,https://samsungparts.com/products/db64-00127a,"<p>This Original Part Replacement from Samsung is designed to provide reliable performance for years to come. Its durable construction ensures a perfect fit for your appliance and is made with top quality materials for an unparalleled Genuine Part experience. Forget about the hassle of searching for a compatible part as this Replacement Part from Samsung will get the job done without compromising on quality or functionality. It's an essential replacement part that will keep your appliances running smoothly, without the need of investing in a costly upgrade. Get trusted quality you can rely on with this Original Samsung GRILLE-AIR INLET DB64-00127A!</p>",subcate:Air Conditioner;types:AIR FILTER;webcat:AIR FILTER,Air Conditioner
Samsung DB93-14286A Assembly Connector Wire-Comm,DB93-14286A,110.95,https://samsungparts.com/products/db93-14286a,<p>Samsung DB93-14286A Assembly Connector Wire-Comm</p>,subcate:Air Conditioner;types:CONNECTOR;webcat:CONNECTOR,Air Conditioner
Samsung DB93-40888A Assembly Control Out,DB93-40888A,76.95,https://samsungparts.com/products/db93-40888a,<p>Samsung DB93-40888A Assembly Control Out</p>,Not_allowed_to_purchase;subcate:Air Conditioner;types:Control;webcat:Control,Air Conditioner
Samsung DB63-01423A Filter-Pre Mini,DB63-01423A,84.95,https://samsungparts.com/products/db63-01423a,<p>Samsung DB63-01423A Filter-Pre Mini</p>,subcate:Air Conditioner;types:Filter;webcat:Filter,Air Conditioner
Samsung DB93-15882L Assembly Wireless Remote Contr,DB93-15882L,86.95,https://samsungparts.com/products/db93-15882l,<p>Samsung DB93-15882L Assembly Wireless Remote Contr</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:Remote Control;webcat:Remote Control,Air Conditioner
Samsung DB62-04067C Valve Coil Expan,DB62-04067C,116.95,https://samsungparts.com/products/db62-04067c,<p>Samsung DB62-04067C Valve Coil Expan</p>,subcate:Air Conditioner;types:VALVE;webcat:VALVE,Air Conditioner
Samsung DB92-02906B Cover Assembly Panel,DB92-02906B,85.95,https://samsungparts.com/products/db92-02906b,"<p>This Samsung DB92-02906B Assembly-Cover Panel has been engineered to provide a durable and reliable replacement solution. With its genuine replacement parts and original design, this product ensures that you get the same level of performance you're used to from your Samsung device. Its high-quality construction means it will last longer while delivering the same great experience you've come to expect. All that without having to worry about a dull, outdated or overpriced product.</p>",gmc;havingImg;subcate:Air Conditioner;types:COVER;webcat:COVER,Air Conditioner
Samsung DB93-13561A Assembly Pcb Sub-Solusion,DB93-13561A,62.95,https://samsungparts.com/products/db93-13561a,<p>Samsung DB93-13561A Assembly Pcb Sub-Solusion</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB63-03686A Filter Air-Pre,DB63-03686A,78.95,https://samsungparts.com/products/db63-03686a,<p>Samsung DB63-03686A Filter Air-Pre</p>,subcate:Air Conditioner;types:FILTER;webcat:FILTER,Air Conditioner
Samsung DB93-17172A Assembly Connector Wire-Dc Sig,DB93-17172A,93.95,https://samsungparts.com/products/db93-17172a,<p>Samsung DB93-17172A Assembly Connector Wire-Dc Sig</p>,subcate:Air Conditioner;types:CONNECTOR;webcat:CONNECTOR,Air Conditioner
Samsung DB32-00227A Sensor Temp,DB32-00227A,126.95,https://samsungparts.com/products/db32-00227a,<p>Samsung DB32-00227A Sensor Temp</p>,subcate:Air Conditioner;types:SENSOR;webcat:SENSOR,Air Conditioner
Samsung DB41-00378A Pcb Main,DB41-00378A,66.95,https://samsungparts.com/products/db41-00378a,<p>Samsung DB41-00378A Pcb Main</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:Circuit Board;webcat:Circuit Board,Air Conditioner
Samsung DB95-05011D Assembly Thermistor In,DB95-05011D,58.95,https://samsungparts.com/products/db95-05011d,<p>Samsung DB95-05011D Assembly Thermistor In</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB82-02307A Eeprom Out Assembly,DB82-02307A,91.95,https://samsungparts.com/products/db82-02307a,Samsung DB82-02307A Eeprom Out Assembly,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB67-00014A Room Air Conditioner Condenser Fan Blade,DB67-00014A,50.95,https://samsungparts.com/products/db67-00014a,<p>Samsung DB67-00014A Fan-Propeller</p>,gmc;havingImg;subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB95-04637D Assembly Thermistor,DB95-04637D,54.95,https://samsungparts.com/products/db95-04637d,<p>Samsung DB95-04637D Assembly Thermistor</p>,subcate:Air Conditioner;types:Sensor/ Thermistor/ Thermostat;webcat:Sensor/Thermistor/Thermostat,Air Conditioner
Samsung DB92-02890A Assembly Blade H,DB92-02890A,75.95,https://samsungparts.com/products/db92-02890a,<p>ASSEMBLY BLADE H</p>,subcate:Air Conditioner;types:Blade;webcat:Blade,Air Conditioner
Samsung DB81-03624A Filter Pre,DB81-03624A,44.95,https://samsungparts.com/products/db81-03624a,<p>Samsung DB81-03624A Filter Pre</p>,subcate:Air Conditioner;types:FILTER;webcat:FILTER,Air Conditioner
Samsung DB90-07834A Assembly Bracket Motor,DB90-07834A,69.95,https://samsungparts.com/products/db90-07834a,<p>Samsung DB90-07834A Assembly Bracket Motor</p>,subcate:Air Conditioner;webcat:Bracket,Air Conditioner
Samsung DB95-00147X Assembly Comp-Pwm,DB95-00147X,1878.95,https://samsungparts.com/products/db95-00147x,<p>Samsung DB95-00147X Assembly Comp-Pwm</p>,subcate:Air Conditioner;types:Compressor - Sealed System;webcat:Compressor - Sealed System,Air Conditioner
Samsung DB81-04294A Fan Motor,DB81-04294A,492.95,https://samsungparts.com/products/db81-04294a,<p>Samsung DB81-04294A Fan Motor</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB95-10057F Assembly Comp-Scroll,DB95-10057F,483.95,https://samsungparts.com/products/db95-10057f,<p>Samsung DB95-10057F Assembly Comp-Scroll</p>,subcate:Air Conditioner;types:Compressor - Sealed System;webcat:Compressor - Sealed System,Air Conditioner
Samsung G5T450FUAEX-SS Compressor,G5T450FUAEX-SS,749.95,https://samsungparts.com/products/g5t450fuaex-ss,"<p>Introducing the Samsung G5T450FUAEX-SS Compressor: the perfect solution for your cooling needs. This product is a reliable, durable and powerful refrigeration compressor with innovative features to ensure efficient operation in all climates. It is made with high quality materials and components to meet ISO standards, providing even temperature throughout your refrigeration system. Its energy efficiency will help you save money on your electricity bills while getting the best performance possible. Plus, this compressor is backed by an Original Part warranty from Samsung so you can rest assured that your purchase is covered. Shop now for an unbeatable combination of quality and value!</p>",categ:Heating & Cooling;gmc;havingImg;subcate:Air Conditioner;webcat:Compressor,Air Conditioner
Samsung DB93-11113B Main Pcb Assembly-Inverter,DB93-11113B,445.95,https://samsungparts.com/products/db93-11113b,<p>Samsung DB93-11113B Main Pcb Assembly-Inverter</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB96-11477B Assembly Evap,DB96-11477B,395.95,https://samsungparts.com/products/db96-11477b,<p>Samsung DB96-11477B Assembly Evap</p>,gmc;subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
Samsung DB81-04294B Fan Motor,DB81-04294B,492.95,https://samsungparts.com/products/db81-04294b,<p>Samsung DB81-04294B Fan Motor</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
"Samsung DB95-05762A Assembly Comp;Ktn130D42Ufr,R32",DB95-05762A,395.95,https://samsungparts.com/products/db95-05762a,"<p>Samsung DB95-05762A Assembly Comp;Ktn130D42Ufr,R32</p>",subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-05841B Assembly Control Out,DB93-05841B,617.95,https://samsungparts.com/products/db93-05841b,<p>ASSEMBLY CONTROL OUT</p>,subcate:Air Conditioner;types:CONTROL;webcat:CONTROL,Air Conditioner
Samsung DB93-03454M Main Pcb Assembly-Inverter,DB93-03454M,343.95,https://samsungparts.com/products/db93-03454m,"Samsung Main Pcb Assembly-Inverter This Part is for samsung and Fits With Various Samsung Brand Models. Please unplug the power source before installing this part. Wear work gloves to protect your hands.<ul style=""margin:15px 0;"">
<li>This is an O.E.M. Authorized Part</li>
<li>Highest performance with superior quality</li>
<li>Fits With Various Samsung Brand Models</li>
<li>OEM Part: DB93-03454M</li>
<li>Brand Name: Samsung</li>
</ul>",gmc;havingImg;subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB92-03356C Main Pcb Assembly,DB92-03356C,429.95,https://samsungparts.com/products/db92-03356c,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB93-03545G Main Pcb Assembly-Out,DB93-03545G,322.95,https://samsungparts.com/products/db93-03545g,<p>MAIN PCB ASSEMBLY-OUT</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB92-03687A Pcb Assembly Inverter,DB92-03687A,481.95,https://samsungparts.com/products/db92-03687a,<p>PCB ASSEMBLY INVERTER</p>,gmc;havingImg;subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
